policy_id,primary_url,all_urls
"102572","https://www.city.hitachi.lg.jp/sangyo_business/koyo_shugyo_shien/1008016.html","https://www.city.hitachi.lg.jp/sangyo_business/koyo_shugyo_shien/1008016.html"
"102576","https://www.city.nakama.lg.jp/soshiki/40/15898.html","https://www.city.nakama.lg.jp/soshiki/40/15898.html"
"102580","https://www.tokyo-co2down.jp/subsidy/sbtcertification","https://www.tokyo-co2down.jp/subsidy/sbtcertification"
"102602","https://www.vill.hakuba.lg.jp/material/files/group/7/sisutemukausyuuhozyokinngaiyou.pdf","https://www.vill.hakuba.lg.jp/gyosei/keikan_kankyo_kanko/kanko/13084.html | https://www.vill.hakuba.lg.jp/material/files/group/7/sisutemukausyuuhozyokinngaiyou.pdf"
"102585","https://www.city.saito.lg.jp/%E8%A5%BF%E9%83%BD%E5%B8%82%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E8%BE%B2%E6%A5%AD%E6%8E%A8%E9%80%B2%E4%BA%8B%E6%A5%AD%20%281%29.pdf","https://www.city.saito.lg.jp/kurashi/hojokin/post_1769.html | https://www.city.saito.lg.jp/%E8%A5%BF%E9%83%BD%E5%B8%82%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E8%BE%B2%E6%A5%AD%E6%8E%A8%E9%80%B2%E4%BA%8B%E6%A5%AD%20%281%29.pdf"
"102604","https://www.town.minano.saitama.jp/section/kankou/41802/","https://www.town.minano.saitama.jp/section/kankou/41802/"
"102612","https://town.matsuda.kanagawa.jp/soshiki/17/tournament2025.html","https://town.matsuda.kanagawa.jp/soshiki/17/tournament2025.html"
"102611","https://www.pref.gunma.jp/site/hojokin/8876.html","https://www.pref.gunma.jp/site/hojokin/8876.html"
"102616","https://www.pref.gunma.jp/site/hojokin/9383.html","https://www.pref.gunma.jp/site/hojokin/9383.html"
"102613","https://www.city.minato.tokyo.jp/documents/168211/thirashi.pdf","https://www.city.minato.tokyo.jp/sangyousinkou/sangyo/shinko/shinsui.html | https://www.city.minato.tokyo.jp/documents/168211/thirashi.pdf"
"102621","https://www.pref.fukushima.lg.jp/uploaded/attachment/700716.pdf","https://www.pref.fukushima.lg.jp/sec/32011c/erukuru.html | https://www.pref.fukushima.lg.jp/uploaded/attachment/700716.pdf"
"102641","https://www.pref.gunma.jp/site/hojokin/641223.html","https://www.pref.gunma.jp/site/hojokin/641223.html"
"102623","https://www.pref.gunma.jp/site/hojokin/198897.html","https://www.pref.gunma.jp/site/hojokin/198897.html"
"102624","https://www.city.koriyama.lg.jp/uploaded/attachment/106661.pdf","https://www.city.koriyama.lg.jp/soshiki/119/154876.html | https://www.city.koriyama.lg.jp/uploaded/attachment/106661.pdf"
"102643","https://www.town.shichinohe.lg.jp/jigyo/shien/kigyo/post-82.html","https://www.town.shichinohe.lg.jp/jigyo/shien/kigyo/post-82.html"
"102644","https://www.nishi.or.jp/kenko/shakaifukushi/chiikifukushi/kodomoshokudo.html","https://www.nishi.or.jp/kenko/shakaifukushi/chiikifukushi/kodomoshokudo.html"
"102647","https://www.city.kakegawa.shizuoka.jp/fs/6/1/0/4/9/7/_/__________.pdf","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/9926.html | https://www.city.kakegawa.shizuoka.jp/fs/6/1/0/4/9/7/_/__________.pdf"
"102653","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/611905.html","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/611905.html"
"102654","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/9846.html","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/9846.html"
"102661","https://kanazawa-hataraku.jp/employer/shogakukin/","https://kanazawa-hataraku.jp/employer/shogakukin/"
"102670","https://www.city.urayasu.lg.jp/fukushi/koureisha/hoken/1046042.html","https://www.city.urayasu.lg.jp/fukushi/koureisha/hoken/1046042.html"
"102669","https://www.city.sasebo.lg.jp/keizai/syouko/documents/r7syusyokusokusin.pdf","https://www.city.sasebo.lg.jp/keizai/syouko/202304sinaisyusyokusokusinjigyohojokin.html | https://www.city.sasebo.lg.jp/keizai/syouko/documents/r7syusyokusokusin.pdf"
"102664","https://www.town.obuse.nagano.jp/docs/304996.html","https://www.town.obuse.nagano.jp/docs/304996.html"
"102678","https://www.pref.hokkaido.lg.jp/sr/rrm/04_mokusan/20250711rinkou.html","https://www.pref.hokkaido.lg.jp/sr/rrm/04_mokusan/20250711rinkou.html"
"102674","https://www.city.futtsu.lg.jp/0000000490.html","https://www.city.futtsu.lg.jp/0000000490.html"
"102686","https://www.city.amakusa.kumamoto.jp/kiji00313368/index.html","https://www.city.amakusa.kumamoto.jp/kiji00313368/index.html"
"102754","https://www.city.shizuoka.lg.jp/s5478/s013079.html","https://www.city.shizuoka.lg.jp/s5478/s013079.html"
"102756","https://www.city.karatsu.lg.jp/uploaded/attachment/20324.pdf","https://www.city.karatsu.lg.jp/page/34531.html | https://www.city.karatsu.lg.jp/uploaded/attachment/20324.pdf"
"102760","https://www.city.shizuoka.lg.jp/s2746/s013079.html","https://www.city.shizuoka.lg.jp/s2746/s013079.html"
"102761","https://www.city.shunan.lg.jp/soshiki/101/133770.html","https://www.city.shunan.lg.jp/soshiki/101/133770.html"
"102764","https://www.city.shizuoka.lg.jp/s2746/s013081.html","https://www.city.shizuoka.lg.jp/s2746/s013081.html"
