policy_id,primary_url,all_urls
"92085","https://www.city.ibara.okayama.jp/soshiki/22/1739.html","https://www.city.ibara.okayama.jp/soshiki/22/1739.html"
"92086","https://www.city.ibara.okayama.jp/soshiki/22/1738.html","https://www.city.ibara.okayama.jp/soshiki/22/1738.html"
"92087","https://www.city.nakatsugawa.lg.jp/works/ci/4/33109.html","https://www.city.nakatsugawa.lg.jp/works/ci/4/33109.html"
"92091","https://www.pref.toyama.jp/documents/33539/kyariaappu_r70108.pdf","https://www.pref.toyama.jp/130321/sangyou/roudou/roudoukoyou/career_up_syourei.html | https://www.pref.toyama.jp/documents/33539/kyariaappu_r70108.pdf"
"92102","https://www.city.miyakonojo.miyazaki.jp/soshiki/3/71801.html","https://www.city.miyakonojo.miyazaki.jp/soshiki/3/71801.html"
"92101","https://www.pref.okayama.jp/page/965920.html","https://www.pref.okayama.jp/page/965920.html"
"92108","https://www.pref.akita.lg.jp/uploads/public/archive_0000090102_00/%E8%BF%BD%E5%8A%A0%E5%8B%9F%E9%9B%86_0627%E3%83%81%E3%83%A9%E3%82%B7%EF%BC%88%E7%A7%8B%E7%94%B0%E3%81%AE%E7%89%A9%E6%B5%81%E4%BD%93%E5%88%B6%E6%A7%8B%E7%AF%89%E5%8A%A0%E9%80%9F%E5%8C%96%E4%BA%8B%E6%A5%AD%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91%EF%BC%89.pdf","https://www.pref.akita.lg.jp/pages/archive/90102 | https://www.pref.akita.lg.jp/uploads/public/archive_0000090102_00/%E8%BF%BD%E5%8A%A0%E5%8B%9F%E9%9B%86_0627%E3%83%81%E3%83%A9%E3%82%B7%EF%BC%88%E7%A7%8B%E7%94%B0%E3%81%AE%E7%89%A9%E6%B5%81%E4%BD%93%E5%88%B6%E6%A7%8B%E7%AF%89%E5%8A%A0%E9%80%9F%E5%8C%96%E4%BA%8B%E6%A5%AD%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91%EF%BC%89.pdf"
"92118","https://www.pref.oita.jp/soshiki/16210/syuryousya-kakuho7.html","https://www.pref.oita.jp/soshiki/16210/syuryousya-kakuho7.html"
"92111","https://www.pref.oita.jp/soshiki/13400/saisigenka.html","https://www.pref.oita.jp/soshiki/13400/saisigenka.html"
"92121","https://www.pref.okayama.jp/page/965922.html","https://www.pref.okayama.jp/page/965922.html"
"92125","https://www.pref.saga.lg.jp/kiji003112197/index.html","https://www.pref.saga.lg.jp/kiji003112197/index.html"
"92131","https://www.maff.go.jp/j/keiei/koukai/kikou/nouchibank.html#:~:text=%E9%81%8A%E4%BC%91%E8%BE%B2%E5%9C%B0%E8%A7%A3%E6%B6%88%E5%AF%BE%E7%AD%96%E4%BA%8B%E6%A5%AD","https://www.maff.go.jp/j/keiei/koukai/kikou/nouchibank.html#:~:text=%E9%81%8A%E4%BC%91%E8%BE%B2%E5%9C%B0%E8%A7%A3%E6%B6%88%E5%AF%BE%E7%AD%96%E4%BA%8B%E6%A5%AD | https://www.maff.go.jp/j/keiei/koukai/yukyu.html"
"92139","https://kosodate-sc.jp/","https://kosodate-sc.jp/"
"92151","https://www.city.nerima.tokyo.jp/kosodatekyoiku/kodomo/oshirase/map.files/kodomo-syokudo-map202503242.pdf","https://www.city.nerima.tokyo.jp/hokenfukushi/chiikifukushi/kodomodanran.html | https://www.city.nerima.tokyo.jp/kosodatekyoiku/kodomo/oshirase/map.files/kodomo-syokudo-map202503242.pdf"
"92132","https://www.maff.go.jp/j/nousin/tyusan/siharai_seido/index.html","https://www.maff.go.jp/j/nousin/tyusan/siharai_seido/index.html"
"92163","https://www.pref.miyagi.jp/documents/58741/05_leaflet_1.pdf","https://www.pref.miyagi.jp/soshiki/koyou/danseiikukyushoureikin.html | https://www.pref.miyagi.jp/documents/58741/05_leaflet_1.pdf"
"92162","https://www.pref.wakayama.lg.jp/prefg/060300/gyoumu/kinyuu/hojokin3.html","https://www.pref.wakayama.lg.jp/prefg/060300/gyoumu/kinyuu/hojokin3.html"
"92156","https://www.pio-ota.jp/news/recruitment/open-call/startup20250401_1/","https://www.pio-ota.jp/news/recruitment/open-call/startup20250401_1/"
"92179","https://jta.or.jp/wp-content/uploads/2025/03/sas2025josei.pdf","https://jta.or.jp/member/shien/sas2025.html | https://jta.or.jp/wp-content/uploads/2025/03/sas2025josei.pdf"
"92172","https://www.idec.or.jp/topics/entry_info.html?id=2983","https://www.idec.or.jp/topics/entry_info.html?id=2983"
"92178","https://jta.or.jp/html/member/seminar/daigaku2025/truck.pdf","https://jta.or.jp/member/seminar/daigaku2025.html | https://jta.or.jp/html/member/seminar/daigaku2025/truck.pdf"
"92188","https://www.city.setagaya.lg.jp/03665/3751.html","https://www.city.setagaya.lg.jp/03665/3751.html"
"92192","https://www.pref.hokkaido.lg.jp/fs/1/1/4/6/8/6/6/9/_/%E2%98%85%E3%83%81%E3%83%A9%E3%82%B7(R7%E6%94%B9%E6%AD%A3%E5%BE%8C).pdf","https://www.pref.hokkaido.lg.jp/kz/gxs/163024.html | https://www.pref.hokkaido.lg.jp/fs/1/1/4/6/8/6/6/9/_/%E2%98%85%E3%83%81%E3%83%A9%E3%82%B7(R7%E6%94%B9%E6%AD%A3%E5%BE%8C).pdf"
"92189","https://www.pref.ishikawa.lg.jp/roudou/saiteichingin/documents/gyoumukaizensyoureikin.pdf","https://www.pref.ishikawa.lg.jp/roudou/saiteichingin/gyoumukaizenshoureikin.html | https://www.pref.ishikawa.lg.jp/roudou/saiteichingin/documents/gyoumukaizensyoureikin.pdf"
"92194","https://jta.or.jp/member/shien/ketsuatsukei2025.html","https://jta.or.jp/member/shien/ketsuatsukei2025.html"
"92198","https://jta.or.jp/member/shien/tenko2025.html","https://jta.or.jp/member/shien/tenko2025.html"
"92201","https://jta.or.jp/member/shien/efv2025.html","https://jta.or.jp/member/shien/efv2025.html"
"92202","https://jta.or.jp/member/shien/idling_stop2025.html","https://jta.or.jp/member/shien/idling_stop2025.html"
"92203","https://jta.or.jp/member/keiei/intern2025.html","https://jta.or.jp/member/keiei/intern2025.html"
"92205","https://jta.or.jp/member/shien/anzen2025.html","https://jta.or.jp/member/shien/anzen2025.html"
"92206","https://jta.or.jp/member/shien/menkyo2025.html","https://jta.or.jp/member/shien/menkyo2025.html | https://jta.or.jp/association/todou.html"
"92211","https://www.pref.kochi.lg.jp/doc/2025030300270/","https://www.pref.kochi.lg.jp/doc/2025030300270/"
"92207","https://www.tokyo-kosha.or.jp/support/shien/zeroemi/assets/file/projects/handson/R7_bosyuuyoukou.pdf","https://www.tokyo-kosha.or.jp/topics/2504/zeroemi_projects_handson.html | https://www.tokyo-kosha.or.jp/support/shien/zeroemi/assets/file/projects/handson/R7_bosyuuyoukou.pdf"
"92212","https://www.tokyo-co2down.jp/wp-content/uploads/2025/03/r7_chisan_sokushin_press_20250331-2.pdf","https://www.tokyo-co2down.jp/subsidy/chisan3 | https://www.tokyo-co2down.jp/wp-content/uploads/2025/03/r7_chisan_sokushin_press_20250331-2.pdf"
"92213","https://www.pref.yamaguchi.lg.jp/soshiki/52/295961.html","https://www.pref.yamaguchi.lg.jp/soshiki/52/295961.html"
"92214","https://www.tcvb.or.jp/jp/project/keiei_R7_DigitalShift_Boshuyoryo.pdf","https://www.tcvb.or.jp/jp/project/infra/digital-shift/ | https://www.tcvb.or.jp/jp/project/keiei_R7_DigitalShift_Boshuyoryo.pdf"
"92215","https://www.pref.akita.lg.jp/uploads/public/archive_0000087960_00/R7%E3%81%82%E3%81%8D%E3%81%9F%E6%9D%90%E7%9C%8C%E5%A4%96%E4%BD%8F%E5%AE%85%E8%B2%A9%E8%B7%AF%E5%BC%B7%E5%8C%96%E4%BA%8B%E6%A5%ADPR%E3%83%AA%E3%83%BC%E3%83%95%E3%83%AC%E3%83%83%E3%83%88.pdf","https://www.pref.akita.lg.jp/pages/archive/87960 | https://www.pref.akita.lg.jp/uploads/public/archive_0000087960_00/R7%E3%81%82%E3%81%8D%E3%81%9F%E6%9D%90%E7%9C%8C%E5%A4%96%E4%BD%8F%E5%AE%85%E8%B2%A9%E8%B7%AF%E5%BC%B7%E5%8C%96%E4%BA%8B%E6%A5%ADPR%E3%83%AA%E3%83%BC%E3%83%95%E3%83%AC%E3%83%83%E3%83%88.pdf"
"92219","https://www.koyokankyo.shigotozaidan.or.jp/jigyo/papamama/papamama_shoreikin.files/R7_chirashi_4syu20250401.pdf","https://www.koyokankyo.shigotozaidan.or.jp/jigyo/papamama/papamama_shoreikin.html | https://www.koyokankyo.shigotozaidan.or.jp/jigyo/papamama/papamama_shoreikin.files/R7_chirashi_4syu20250401.pdf"
"92216","https://www.pref.kochi.lg.jp/doc/2025031300378/","https://www.pref.kochi.lg.jp/doc/2025031300378/"
"92223","https://www.pref.kochi.lg.jp/doc/2025040100211/","https://www.pref.kochi.lg.jp/doc/2025040100211/"
"92226","https://www.koyokankyo.shigotozaidan.or.jp/jigyo/kaigokyugyo/kaigo_shoreikin.files/R7_chirashi_kaigo20250401.pdf","https://www.koyokankyo.shigotozaidan.or.jp/jigyo/kaigokyugyo/kaigo_shoreikin.html | https://www.koyokankyo.shigotozaidan.or.jp/jigyo/kaigokyugyo/kaigo_shoreikin.files/R7_chirashi_kaigo20250401.pdf"
"92225","https://www.pref.oita.jp/uploaded/life/2296238_4461987_misc.pdf","https://www.pref.oita.jp/soshiki/14320/hukugyoukengyou.html | https://www.pref.oita.jp/uploaded/life/2296238_4461987_misc.pdf"
"92230","https://www.pref.kochi.lg.jp/doc/2025031300248/","https://www.pref.kochi.lg.jp/doc/2025031300248/"
"92234","https://www.pref.miyagi.jp/documents/58822/r6kaigaihannrokaitakuhozyokinn_chirashi.pdf","https://www.pref.miyagi.jp/soshiki/kokusaibiz/r7kaigaihannrokaitakuhozyokinn/bosyuukaisi.html | https://www.pref.miyagi.jp/documents/58822/r6kaigaihannrokaitakuhozyokinn_chirashi.pdf"
