policy_id,primary_url,all_urls
"116302","https://www.city.iwaki.lg.jp//www/contents/1768803498553/index.html","https://www.city.iwaki.lg.jp//www/contents/1768803498553/index.html"
"116303","https://www.city.asago.hyogo.jp/soshiki/22/23994.html","https://www.city.asago.hyogo.jp/soshiki/22/23994.html"
"116306","https://www.town.minamiise.lg.jp/admin/shoshiki/machizukuri/2532.html","https://www.town.minamiise.lg.jp/admin/shoshiki/machizukuri/2532.html"
"116304","https://www.town.urausu.hokkaido.jp/kurashi/gyosei/catetemp3_kakuka/catetemp4_kikaku/matizukurihojyokin.html","https://www.town.urausu.hokkaido.jp/kurashi/gyosei/catetemp3_kakuka/catetemp4_kikaku/matizukurihojyokin.html"
"116308","https://www.city.murayama.lg.jp/kurashi/nou_syou_kou/norin/nouringyoukannkeihoj/6jihojokin.html#:~:text=%E6%9D%91%E5%B1%B1%E5%B8%826%E6%AC%A1%E7%94%A3%E6%A5%AD%E5%8C%96%E5%95%86%E5%93%81%E9%96%8B%E7%99%BA%E7%AD%89%E6%94%AF%E6%8F%B4%E4%BA%8B%E6%A5%AD%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91","https://www.city.murayama.lg.jp/kurashi/nou_syou_kou/norin/nouringyoukannkeihoj/6jihojokin.html#:~:text=%E6%9D%91%E5%B1%B1%E5%B8%826%E6%AC%A1%E7%94%A3%E6%A5%AD%E5%8C%96%E5%95%86%E5%93%81%E9%96%8B%E7%99%BA%E7%AD%89%E6%94%AF%E6%8F%B4%E4%BA%8B%E6%A5%AD%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91"
"116309","https://tochi-no.jp/guide/guide05/#:~:text=%E3%82%A8%E3%83%AA%E3%82%A2%EF%BC%9A%E8%8A%B3%E8%B3%80%E7%94%BA-,%E6%96%BD%E8%A8%AD%E7%94%A8%E5%9C%92%E8%8A%B8%E3%83%8F%E3%82%A6%E3%82%B9%E8%A8%AD%E7%BD%AE%E6%95%B4%E5%82%99%E4%BA%8B%E6%A5%AD,-%E5%96%B6%E8%BE%B2%E8%B2%BB%E7%94%A8%E5%8A%A9%E6%88%90","https://tochi-no.jp/guide/guide05/#:~:text=%E3%82%A8%E3%83%AA%E3%82%A2%EF%BC%9A%E8%8A%B3%E8%B3%80%E7%94%BA-,%E6%96%BD%E8%A8%AD%E7%94%A8%E5%9C%92%E8%8A%B8%E3%83%8F%E3%82%A6%E3%82%B9%E8%A8%AD%E7%BD%AE%E6%95%B4%E5%82%99%E4%BA%8B%E6%A5%AD,-%E5%96%B6%E8%BE%B2%E8%B2%BB%E7%94%A8%E5%8A%A9%E6%88%90"
"116307","https://www.city.murayama.lg.jp/kurashi/nou_syou_kou/norin/nouringyoukannkeihoj/6jihojokin.html","https://www.city.murayama.lg.jp/kurashi/nou_syou_kou/norin/nouringyoukannkeihoj/6jihojokin.html"
"116310","https://tochi-no.jp/guide/guide05/#:~:text=%E3%82%A8%E3%83%AA%E3%82%A2%EF%BC%9A%E8%8A%B3%E8%B3%80%E7%94%BA-,%E6%96%BD%E8%A8%AD%E9%87%8E%E8%8F%9C%E5%8F%8A%E3%81%B3%E9%9C%B2%E5%9C%B0%E9%87%8E%E8%8F%9C%E7%97%85%E5%AE%B3%E8%99%AB%E9%98%B2%E9%99%A4%E4%BA%8B%E6%A5%AD,-%E5%96%B6%E8%BE%B2%E8%B2%BB%E7%94%A8%E5%8A%A9%E6%88%90","https://tochi-no.jp/guide/guide05/#:~:text=%E3%82%A8%E3%83%AA%E3%82%A2%EF%BC%9A%E8%8A%B3%E8%B3%80%E7%94%BA-,%E6%96%BD%E8%A8%AD%E9%87%8E%E8%8F%9C%E5%8F%8A%E3%81%B3%E9%9C%B2%E5%9C%B0%E9%87%8E%E8%8F%9C%E7%97%85%E5%AE%B3%E8%99%AB%E9%98%B2%E9%99%A4%E4%BA%8B%E6%A5%AD,-%E5%96%B6%E8%BE%B2%E8%B2%BB%E7%94%A8%E5%8A%A9%E6%88%90"
"116313","https://www.city.nagai.yamagata.jp/soshiki/shoshin/105/202/hojyokin/14867.html","https://www.city.nagai.yamagata.jp/soshiki/shoshin/105/202/hojyokin/14867.html"
"116312","https://tochi-no.jp/guide/guide05/#:~:text=%E8%8A%B3%E8%B3%80%E7%94%BA-,%E6%A2%A8%E6%A0%BD%E5%9F%B9%E6%8B%A1%E5%A4%A7%E4%BA%8B%E6%A5%AD%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91,-%E5%96%B6%E8%BE%B2%E8%B2%BB%E7%94%A8%E5%8A%A9%E6%88%90","https://tochi-no.jp/guide/guide05/#:~:text=%E8%8A%B3%E8%B3%80%E7%94%BA-,%E6%A2%A8%E6%A0%BD%E5%9F%B9%E6%8B%A1%E5%A4%A7%E4%BA%8B%E6%A5%AD%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91,-%E5%96%B6%E8%BE%B2%E8%B2%BB%E7%94%A8%E5%8A%A9%E6%88%90"
"116315","https://www.city.nagai.yamagata.jp/soshiki/kankobunka/104/b2/13867.html","https://www.city.nagai.yamagata.jp/soshiki/kankobunka/104/b2/13867.html"
"116316","https://tochi-no.jp/guide/guide05/#:~:text=%E7%B5%8C%E5%96%B6%E8%B3%87%E6%BA%90%E6%9C%89%E5%8A%B9%E6%B4%BB%E7%94%A8%E3%83%AA%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0%E6%94%AF%E6%8F%B4%E4%BA%8B%E6%A5%AD%EF%BC%88%E4%B8%8A%E4%B9%97%E3%81%9B%EF%BC%89","https://tochi-no.jp/guide/guide05/#:~:text=%E7%B5%8C%E5%96%B6%E8%B3%87%E6%BA%90%E6%9C%89%E5%8A%B9%E6%B4%BB%E7%94%A8%E3%83%AA%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0%E6%94%AF%E6%8F%B4%E4%BA%8B%E6%A5%AD%EF%BC%88%E4%B8%8A%E4%B9%97%E3%81%9B%EF%BC%89"
"116314","https://www.town.mibu.tochigi.jp/docs/2016122200011/file_contents/agr.pdf","https://www.town.mibu.tochigi.jp/docs/2016122200011/#:~:text=%E2%97%8B%E5%A3%AC%E7%94%9F%E7%94%BA-,%E3%82%A2%E3%82%B0%E3%83%AA%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88%E4%BA%8B%E6%A5%AD,-%EF%BC%88%E7%94%BA%E5%8D%98%E7%8B%AC%E4%BA%8B%E6%A5%AD | https://www.town.mibu.tochigi.jp/docs/2016122200011/file_contents/agr.pdf"
"116318","https://www.town.takanezawa.tochigi.jp/biz/nogyo/nogyo/shinko/2016-0404-1715-88.html","https://www.town.takanezawa.tochigi.jp/biz/nogyo/nogyo/shinko/2016-0404-1715-88.html"
"116320","https://www.town.nasu.lg.jp/0188/info-0000000080-1.html","https://www.town.nasu.lg.jp/0188/info-0000000080-1.html"
"116325","https://www.city.nagai.yamagata.jp/soshiki/kikikanri/101/208/1/5/5201.html","https://www.city.nagai.yamagata.jp/soshiki/kikikanri/101/208/1/5/5201.html"
"116326","https://tochi-no.jp/guide/guide05/#:~:text=%E8%BE%B2%E6%A5%AD%E5%BE%8C%E7%B6%99%E8%80%85%E8%82%B2%E6%88%90%E6%94%AF%E6%8F%B4%E4%BA%8B%E6%A5%AD%20%E8%BE%B2%E6%A5%AD%E7%A0%94%E4%BF%AE%E6%94%AF%E6%8F%B4%E4%BA%A4%E4%BB%98%E9%87%91","https://tochi-no.jp/guide/guide05/#:~:text=%E8%BE%B2%E6%A5%AD%E5%BE%8C%E7%B6%99%E8%80%85%E8%82%B2%E6%88%90%E6%94%AF%E6%8F%B4%E4%BA%8B%E6%A5%AD%20%E8%BE%B2%E6%A5%AD%E7%A0%94%E4%BF%AE%E6%94%AF%E6%8F%B4%E4%BA%A4%E4%BB%98%E9%87%91"
