policy_id,primary_url,all_urls
"115056","https://www.nedo.go.jp/koubo/IT1_100387.html","https://www.nedo.go.jp/koubo/IT1_100387.html"
"115058","https://www.teitanso.or.jp/sbir-kokkou-hojo/anshin/","https://www.teitanso.or.jp/sbir-kokkou-hojo/anshin/"
"115059","https://www.vill.nishiokoppe.lg.jp/section/kikaku/vi2gvk0000001q19-att/vi2gvk0000002tdm.pdf","https://www.vill.nishiokoppe.lg.jp/section/kikaku/vi2gvk0000001q19.html#s1 | https://www.vill.nishiokoppe.lg.jp/section/kikaku/vi2gvk0000001q19-att/vi2gvk0000002tdm.pdf"
"115060","https://www.nedo.go.jp/koubo/IT1_100384.html","https://www.nedo.go.jp/koubo/IT1_100384.html"
"115063","https://www.maff.go.jp/j/supply/hozyo/nousan/attach/pdf/260109_180-1-5.pdf","https://www.maff.go.jp/j/supply/hozyo/nousan/260109_180-1.html | https://www.maff.go.jp/j/supply/hozyo/nousan/attach/pdf/260109_180-1-5.pdf"
"115062","https://www.nedo.go.jp/koubo/SM2_100001_00115.html","https://www.nedo.go.jp/koubo/SM2_100001_00115.html"
"115065","https://www.enecho.meti.go.jp/appli/public_offer/2025/0109_01.html","https://www.enecho.meti.go.jp/appli/public_offer/2025/0109_01.html"
"115064","https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/feeder050407.pdf","https://www.city.kamaishi.iwate.jp/docs/2019040100159/ | https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/feeder050407.pdf | https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/gaibou050407.pdf | https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/gainenzu050407.pdf"
"115066","https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/feeder050407.pdf","https://www.city.kamaishi.iwate.jp/docs/2019040100159/#:~:text=%E5%A4%A7%E5%8F%A3%E8%8D%B7%E4%B8%BB | https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/feeder050407.pdf | https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/gaibou050407.pdf | https://www.city.kamaishi.iwate.jp/docs/2019040100159/file_contents/gainenzu050407.pdf"
"115067","https://www.city.bungotakada.oita.jp/soshiki/14/26750.html","https://www.city.bungotakada.oita.jp/soshiki/14/26750.html"
"115070","https://www.city.misawa.lg.jp/index.cfm/10,46597,42,330,html","https://www.city.misawa.lg.jp/index.cfm/10,46597,42,330,html"
"115071","https://www.enecho.meti.go.jp/appli/public_offer/2025/0109_01.html","https://www.enecho.meti.go.jp/appli/public_offer/2025/0109_01.html"
"115072","https://www.town.ashikita.lg.jp/sangyo_shigoto/sangyo/shokogyo/2083742","https://www.town.ashikita.lg.jp/sangyo_shigoto/sangyo/shokogyo/2083742"
"115073","https://www.pref.mie.lg.jp/common/content/001233032.pdf","https://www.pref.mie.lg.jp/SHINSAN/HP/m0143000177_00030.htm | https://www.pref.mie.lg.jp/common/content/001233032.pdf"
"115074","https://www.city.yatsushiro.lg.jp/kiji00325181/3_25181_148326_up_bds46dvv.pdf","https://www.city.yatsushiro.lg.jp/kiji00325181/index.html | https://www.city.yatsushiro.lg.jp/kiji00325181/3_25181_148326_up_bds46dvv.pdf"
"115075","https://www.town.kosa.lg.jp/q/aview/101/12868.html","https://www.town.kosa.lg.jp/q/aview/101/12868.html"
"115077","https://www.city.misawa.lg.jp/index.cfm/10,34954,42,424,html","https://www.city.misawa.lg.jp/index.cfm/10,34954,42,424,html"
"115076","https://www.pref.iwate.jp/kurashikankyou/anzenanshin/bosai/kayaku/1093112/1093115.html","https://www.pref.iwate.jp/kurashikankyou/anzenanshin/bosai/kayaku/1093112/1093115.html"
"115079","https://www.pref.iwate.jp/_res/projects/default_project/_page_/001/093/116/kourisetsumei.pdf","https://www.pref.iwate.jp/kurashikankyou/anzenanshin/bosai/kayaku/1093112/1093116.html | https://www.pref.iwate.jp/_res/projects/default_project/_page_/001/093/116/kourisetsumei.pdf"
"115080","https://www.amed.go.jp/koubo/03007/02/B_00003.html","https://www.amed.go.jp/koubo/03007/02/B_00003.html"
"115081","https://www.soumu.go.jp/menu_news/s-news/01ryutsu08_02000332.html","https://www.soumu.go.jp/menu_news/s-news/01ryutsu08_02000332.html"
"115085","https://www.pref.nagano.lg.jp/shogai-shien/syougaijiict.html","https://www.pref.nagano.lg.jp/shogai-shien/syougaijiict.html"
"115086","https://www.city.ota.gunma.jp/page/3719.html#:~:text=%E9%9B%86%E4%BC%9A%E6%89%80%E6%96%B0%E5%A2%97%E7%AF%89%E7%AD%89%E8%A3%9C%E5%8A%A9%E9%87%91","https://www.city.ota.gunma.jp/page/3719.html#:~:text=%E9%9B%86%E4%BC%9A%E6%89%80%E6%96%B0%E5%A2%97%E7%AF%89%E7%AD%89%E8%A3%9C%E5%8A%A9%E9%87%91"
"115082","https://www.city.amagasaki.hyogo.jp/_res/projects/default_project/_page_/001/042/556/2026chirashi.pdf","https://www.city.amagasaki.hyogo.jp/sangyo/yusi_josei/1011977/1042556.html | https://www.city.amagasaki.hyogo.jp/_res/projects/default_project/_page_/001/042/556/2026chirashi.pdf"
"115088","https://www.pref.miyagi.jp/soshiki/engei/syouene5.html","https://www.pref.miyagi.jp/soshiki/engei/syouene5.html"
