policy_id,detail_url,title,issuer,area,publish_date,period,max_amount,difficulty,start_fee,success_fee,support_url,support_urls_all,error
"43688","https://j-izumi.com/policy/43688/detail","防犯設備整備費助成（区単独事業）","","","","","600万円","★☆☆☆☆","要相談","要相談","https://www.city.chuo.lg.jp/bosai/bohan/enjo/bouhannsetubiseibihizyosei.html","https://www.city.chuo.lg.jp/bosai/bohan/enjo/bouhannsetubiseibihizyosei.html",""
"43690","https://j-izumi.com/policy/43690/detail","防犯設備整備費助成（都との連携事業）","","","","","750万円","★☆☆☆☆","要相談","要相談","https://www.city.chuo.lg.jp/bosai/bohan/enjo/bouhansetsubitorenkei.html","https://www.city.chuo.lg.jp/bosai/bohan/enjo/bouhansetsubitorenkei.html",""
"43695","https://j-izumi.com/policy/43695/detail","高齢者クラブの育成（助成金）","","","","","79万円/年","★☆☆☆☆","要相談","要相談","https://www.city.chuo.lg.jp/kenko/gokoreinokata/ikigai/kurabu.html","https://www.city.chuo.lg.jp/kenko/gokoreinokata/ikigai/kurabu.html",""
"43701","https://j-izumi.com/policy/43701/detail","門川町みやざき再生支援特別貸付利子補給補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.town.kadogawa.lg.jp/news/data/650c5f9bbe0b528e2b889cdfe79f46eb_2.pdf","https://www.town.kadogawa.lg.jp/news/business/page004428.html | https://www.town.kadogawa.lg.jp/news/data/650c5f9bbe0b528e2b889cdfe79f46eb_2.pdf",""
"43703","https://j-izumi.com/policy/43703/detail","旅行企画商品PR事業助成（富山きときと空港利用助成）","","","","","","★☆☆☆☆","要相談","要相談","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-002-01.html","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-002-01.html",""
"43704","https://j-izumi.com/policy/43704/detail","修学旅行促進助成（富山きときと空港利用助成）","","","","","50万円","★☆☆☆☆","要相談","要相談","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-003-01.html","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-003-01.html",""
"43707","https://j-izumi.com/policy/43707/detail","国際交流事業等助成（富山きときと空港利用助成）","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-004-01.html","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-004-01.html",""
"43709","https://j-izumi.com/policy/43709/detail","中小企業退職金共済制度補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.city.owariasahi.lg.jp/kurasi/sangyou/shoukou/chusyohojo/taisyokukyosaihojo.html","https://www.city.owariasahi.lg.jp/kurasi/sangyou/shoukou/chusyohojo/taisyokukyosaihojo.html | https://www.city.owariasahi.lg.jp/cgi-bin/simple_faq/form.cgi",""
"43712","https://j-izumi.com/policy/43712/detail","中高生等海外研修旅行助成（富山きときと空港利用助成）","","","","","10万円","★☆☆☆☆","要相談","要相談","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-005-01.html","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-005-01.html",""
"43713","https://j-izumi.com/policy/43713/detail","五泉市肥料コスト低減支援事業","","","","","","★☆☆☆☆","要相談","要相談","https://www.city.gosen.lg.jp/organization/12/8/8974.html","https://www.city.gosen.lg.jp/organization/12/8/8974.html",""
"43718","https://j-izumi.com/policy/43718/detail","利用促進貸切バス助成（富山きときと空港利用助成）","","","","","5万円/台","★☆☆☆☆","要相談","要相談","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-007-01.html","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-007-01.html",""
"43721","https://j-izumi.com/policy/43721/detail","富山空港国際路線冬季送客助成（富山きときと空港利用助成）","","","","","10万円","★☆☆☆☆","要相談","要相談","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-008-01.html","https://www.pref.toyama.jp/8002/kurashi/kyousei/kokusai/kj00006508/kj00006508-008-01.html",""
"43727","https://j-izumi.com/policy/43727/detail","農業者物価高騰対策支援","","","","","10万円","★☆☆☆☆","要相談","要相談","https://www.city.obu.aichi.jp/jigyo/sangyo_shinko/nougyo_shinko/1025521.html","https://www.city.obu.aichi.jp/jigyo/sangyo_shinko/nougyo_shinko/1025521.html",""
"43734","https://j-izumi.com/policy/43734/detail","那覇市潜在保育士の保育料軽減助成金補助金","","","","","1.325万円/月","★☆☆☆☆","要相談","要相談","https://www.city.naha.okinawa.jp/child/osirase/senzaihoikusihoiku.files/1kofuyoko.pdf","https://www.city.naha.okinawa.jp/child/osirase/senzaihoikusihoiku.html | https://www.city.naha.okinawa.jp/child/osirase/senzaihoikusihoiku.files/1kofuyoko.pdf",""
"43749","https://j-izumi.com/policy/43749/detail","営農再開支援制度","","","","","1,000万円","★☆☆☆☆","要相談","要相談","https://www.town.okuma.fukushima.jp/soshiki/nogyoshinko/30202.html","https://www.town.okuma.fukushima.jp/soshiki/nogyoshinko/30202.html",""
"43774","https://j-izumi.com/policy/43774/detail","農業後継者等支援","","","","","120万円","★☆☆☆☆","要相談","要相談","https://www.city.miyakonojo.miyazaki.jp/soshiki/2/10104.html","https://www.city.miyakonojo.miyazaki.jp/soshiki/2/10104.html",""
"43795","https://j-izumi.com/policy/43795/detail","中心市街地商店街空店舗対策事業（空き店舗出店支援事業）","","","","","60万円","★☆☆☆☆","要相談","要相談","https://www.city.atsugi.kanagawa.jp/material/files/group/45/eria.pdf","https://www.city.atsugi.kanagawa.jp/shigoto_sangyo/shogyo/2/1/13201.html | https://www.city.atsugi.kanagawa.jp/material/files/group/45/eria.pdf | https://www.city.atsugi.kanagawa.jp/material/files/group/45/r4chirashi.pdf",""
"43823","https://j-izumi.com/policy/43823/detail","肥料価格高騰対策","","","","","","★☆☆☆☆","要相談","要相談","https://www.pref.nagano.lg.jp/nogi/hiryo/documents/a4ver1.pdf","https://www.pref.nagano.lg.jp/nogi/hiryo/hiryokoutou.html | https://www.pref.nagano.lg.jp/nogi/hiryo/documents/a4ver1.pdf",""
"43853","https://j-izumi.com/policy/43853/detail","高年齢者継続雇用奨励補助金","","","","","1人3万円/年","★☆☆☆☆","要相談","要相談","https://www.city.atsugi.kanagawa.jp/material/files/group/44/kounenrei_thirashi.pdf","https://www.city.atsugi.kanagawa.jp/shigoto_sangyo/koyo_shugyo/2/13036.html | https://www.city.atsugi.kanagawa.jp/material/files/group/44/kounenrei_thirashi.pdf | https://www.city.atsugi.kanagawa.jp/cgi-bin/inquiry.php/43?page_no=13036",""
"43859","https://j-izumi.com/policy/43859/detail","島原市自主防災組織活動補助金","","","","","5万円","★☆☆☆☆","要相談","要相談","https://www.city.shimabara.lg.jp/page18618.html?type=top","https://www.city.shimabara.lg.jp/page18618.html?type=top | https://www.city.shimabara.lg.jp/common/UploadFileOutput.ashx?c_id=3&id=18618&sub_id=1&flid=51443",""
