policy_id,detail_url,title,issuer,area,publish_date,period,max_amount,difficulty,start_fee,success_fee,support_url,support_urls_all,error
"22958","https://j-izumi.com/policy/22958/detail","中小企業信用保証料補助制度《横須賀市》","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.city.yokosuka.kanagawa.jp/4402/g_info/l100010001.html","https://www.city.yokosuka.kanagawa.jp/4402/g_info/l100010001.html | https://www.city.yokosuka.kanagawa.jp/cgi-bin/simple_faq/form.cgi",""
"22959","https://j-izumi.com/policy/22959/detail","中小企業経営改善資金利子補給金","","","","","15万円","★☆☆☆☆","要相談","要相談","https://www.city.yokosuka.kanagawa.jp/4430/sougyou/documents/keieikaizen.pdf","https://www.city.yokosuka.kanagawa.jp/4430/sougyou/0005.html | https://www.city.yokosuka.kanagawa.jp/4430/sougyou/documents/keieikaizen.pdf",""
"22960","https://j-izumi.com/policy/22960/detail","江田島市運航継続支援金","","","","","300万円","★★☆☆☆","要相談","要相談","https://www.city.etajima.hiroshima.jp/cms/articles/show/8550","https://www.city.etajima.hiroshima.jp/cms/articles/show/8550",""
"22969","https://j-izumi.com/policy/22969/detail","LED防犯灯取替修繕費補助金","","","","","1万円/取替台数","★☆☆☆☆","要相談","要相談","https://www.city.uonuma.lg.jp/page/1994.html","https://www.city.uonuma.lg.jp/page/1994.html",""
"22970","https://j-izumi.com/policy/22970/detail","下野市ユニバーサルデザインタクシー整備事業費補助金","","","","","30万円","★☆☆☆☆","要相談","要相談","http://www.city.shimotsuke.lg.jp/manage/contents/upload/619316404acd8.pdf","https://www.city.shimotsuke.lg.jp/0283/info-0000007464-3.html | http://www.city.shimotsuke.lg.jp/manage/contents/upload/619316404acd8.pdf",""
"22971","https://j-izumi.com/policy/22971/detail","商店街チャレンジ戦略支援事業","","","","","6,000万円","★★★☆☆","要相談","要相談","https://www.city.sumida.lg.jp/sangyo_jigyosya/sangyo/syoutengai_sien/genkidase.html","https://www.city.sumida.lg.jp/sangyo_jigyosya/sangyo/syoutengai_sien/genkidase.html",""
"22975","https://j-izumi.com/policy/22975/detail","事業者支援交付金事業","","","","","5万円","★☆☆☆☆","要相談","要相談","https://www.city.kameoka.kyoto.jp/soshiki/29/23966.html","https://www.city.kameoka.kyoto.jp/soshiki/29/23966.html | https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.city.kameoka.kyoto.jp%2Fuploaded%2Flife%2F23966_53531_misc.docx&wdOrigin=BROWSELINK",""
"22979","https://j-izumi.com/policy/22979/detail","相生市商店街空き店舗補助制度","","","","","40万円","★☆☆☆☆","要相談","要相談","https://www.city.aioi.lg.jp/soshiki/chiikishinko/shoukouseido.html","https://www.city.aioi.lg.jp/soshiki/chiikishinko/shoukouseido.html | https://www.city.aioi.lg.jp/form/detail.php?sec_sec1=9&inq=02&check",""
"22987","https://j-izumi.com/policy/22987/detail","深浦町飲食店感染防止対策認証取得促進事業費補助金","","","","","10万円","★☆☆☆☆","要相談","要相談","https://www.town.fukaura.lg.jp/fixed_docs/2021072000017/file_contents/PDF01.pdf","https://www.town.fukaura.lg.jp/fixed_docs/2021072000017/ | https://www.town.fukaura.lg.jp/fixed_docs/2021072000017/file_contents/PDF01.pdf",""
"22991","https://j-izumi.com/policy/22991/detail","（新型コロナウイルス感染症 対策緊急支援）農産物等販売ＩＴ化支援事業","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.city.shiso.lg.jp/material/files/group/69/02-5kinkyuushien.pdf","https://www.city.shiso.lg.jp/material/files/group/69/02-5kinkyuushien.pdf",""
"22993","https://j-izumi.com/policy/22993/detail","稲美町緊急支援小規模企業等融資保証料補給金","","","","","10万円","★☆☆☆☆","要相談","要相談","https://www.town.hyogo-inami.lg.jp/0000000461.html","https://www.town.hyogo-inami.lg.jp/0000000461.html",""
"22997","https://j-izumi.com/policy/22997/detail","早期経営改善計画策定促進補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.town.hyogo-taishi.lg.jp/material/files/group/13/gaiyo.pdf","https://www.town.hyogo-taishi.lg.jp/jigyousya/syoukounourinngyou/1616134397004.html | https://www.town.hyogo-taishi.lg.jp/material/files/group/13/gaiyo.pdf | https://www.town.hyogo-taishi.lg.jp/material/files/group/13/tirasi_1311899_marked.pdf",""
"23037","https://j-izumi.com/policy/23037/detail","『全国へ届け大仙の味』特産品発送支援事業《大仙市》","","","","","","★☆☆☆☆","要相談","要相談","https://www.city.daisen.lg.jp/docs/2020050700147/#%E5%85%A8%E5%9B%BD","https://www.city.daisen.lg.jp/docs/2020050700147/#%E5%85%A8%E5%9B%BD",""
"23038","https://j-izumi.com/policy/23038/detail","ワーケション推進高速Wi－Fi設置事業補助金《北秋田市》","","","","","60万円","★☆☆☆☆","要相談","要相談","https://www.city.kitaakita.akita.jp/archive/p13295","https://www.city.kitaakita.akita.jp/archive/p13295 | https://www.city.kitaakita.akita.jp/contact?contents_number=13295&group_id=157",""
"23060","https://j-izumi.com/policy/23060/detail","継業支援事業費補助金","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.town.kuzumaki.lg.jp/docs/2018040600027/file_contents/kuzumaki_keigyou_shienn-PR.pdf","https://www.town.kuzumaki.iwate.jp/docs/2018040600027/ | https://www.town.kuzumaki.lg.jp/docs/2018040600027/file_contents/kuzumaki_keigyou_shienn-PR.pdf",""
"23094","https://j-izumi.com/policy/23094/detail","石巻市中小企業災害等資金利子補給金","","","","","50万円","★☆☆☆☆","要相談","要相談","https://www.city.ishinomaki.lg.jp/cont/10452000a/20200420093920.html","https://www.city.ishinomaki.lg.jp/cont/10452000a/20200420093920.html",""
"23097","https://j-izumi.com/policy/23097/detail","名取市経営環境変化対策資金保証料補助金","","","","","50万円","★☆☆☆☆","要相談","要相談","https://www.city.natori.miyagi.jp/emergency/node_65705/node_68121/node_67718/node_66556","https://www.city.natori.miyagi.jp/emergency/node_65705/node_68121/node_67718/node_66556",""
"23119","https://j-izumi.com/policy/23119/detail","益城町産業支援サービス業等立地促進補助金","","","","","200万円","★★☆☆☆","要相談","要相談","https://www.town.mashiki.lg.jp/kiji0034834/index.html","https://www.town.mashiki.lg.jp/kiji0034834/index.html | https://mashiki-kigyouyuuchi.jp/",""
"23138","https://j-izumi.com/policy/23138/detail","鶴岡市新型コロナウイルス感染症対策資本性劣後ローン利子補給補助金","","","","","5万円/月","★☆☆☆☆","要相談","要相談","https://www.city.tsuruoka.lg.jp/sangyo/shokoshien/20210707_01.files/20210707_01.pdf","https://www.city.tsuruoka.lg.jp/sangyo/shokoshien/20210707_01.html | https://www.city.tsuruoka.lg.jp/sangyo/shokoshien/20210707_01.files/20210707_01.pdf",""
"23145","https://j-izumi.com/policy/23145/detail","【南三陸町】新型コロナウイルス感染症対応消毒事業補助金","","","","","30万円","★☆☆☆☆","要相談","要相談","https://www.town.minamisanriku.miyagi.jp/index.cfm/8,34746,c,html/34746/20210909-210530.pdf","http://www.town.minamisanriku.miyagi.jp/index.cfm/8,34746,32,html | https://www.town.minamisanriku.miyagi.jp/index.cfm/8,34746,c,html/34746/20210909-210530.pdf",""
"23172","https://j-izumi.com/policy/23172/detail","雨水流出抑制施設設置補助金","","","","","4万円","★☆☆☆☆","要相談","要相談","https://www.city.kurume.fukuoka.jp/1050kurashi/2060dourokasen/3020shinsui/files/leaflet_A3.pdf","http://www.city.kurume.fukuoka.jp/1050kurashi/2060dourokasen/3020shinsui/2020-0615-1024-106.html | https://www.city.kurume.fukuoka.jp/1050kurashi/2060dourokasen/3020shinsui/files/leaflet_A3.pdf",""
"23186","https://j-izumi.com/policy/23186/detail","農業者の支援として肥料及び農薬購入に要した費用の一部を補助","","","","","4万5千円","★☆☆☆☆","要相談","要相談","https://www.city.tomigusuku.lg.jp/industry/39/149/17561","https://www.city.tomigusuku.lg.jp/industry/39/149/17561",""
"23187","https://j-izumi.com/policy/23187/detail","漁業者の支援として漁業に必要な燃料及び漁具購入に要した費用の一部を補助","","","","","4万円5千円","★☆☆☆☆","要相談","要相談","https://www.city.tomigusuku.lg.jp/industry/39/149/17558","https://www.city.tomigusuku.lg.jp/industry/39/149/17558",""
"23191","https://j-izumi.com/policy/23191/detail","肉用子牛生産者補給金","","","","","","★☆☆☆☆","要相談","要相談","https://www.alic.go.jp/c03/shinko04_000009.html","https://www.alic.go.jp/c03/shinko04_000009.html",""
"23193","https://j-izumi.com/policy/23193/detail","肉豚経営安定交付金制度（豚マルキン）","","","","","","★☆☆☆☆","要相談","要相談","https://www.alic.go.jp/n-jyukyu/niku01_000230.html","https://www.alic.go.jp/n-jyukyu/niku01_000230.html",""
"23194","https://j-izumi.com/policy/23194/detail","商店街チャレンジ戦略支援事業補助金","","","","","1億2,500万円","★★★☆☆","要相談","要相談","https://www.city.chofu.tokyo.jp/www/contents/1548662368216/files/hojoichiran.pdf","https://www.city.chofu.tokyo.jp/www/contents/1548662368216/index.html | https://www.city.chofu.tokyo.jp/www/contents/1548662368216/files/hojoichiran.pdf | https://www.city.chofu.tokyo.jp/www/contents/1548662368216/files/taisho.pdf",""
"23197","https://j-izumi.com/policy/23197/detail","公衆浴場施設整備等への補助制度","","","","","60万円","★☆☆☆☆","要相談","要相談","https://www.city.chofu.lg.jp/040040/p023101.html","https://www.city.chofu.lg.jp/040040/p023101.html",""
"23201","https://j-izumi.com/policy/23201/detail","漁業経営セーフティーネット構築事業費補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.jfa.maff.go.jp/j/kikaku/net/","https://www.jfa.maff.go.jp/j/kikaku/net/",""
"23207","https://j-izumi.com/policy/23207/detail","喜多方市就業促進支援補助金","","","","","20万円/人","★☆☆☆☆","要相談","要相談","https://www.city.kitakata.fukushima.jp/site/syoukou/25533.html","https://www.city.kitakata.fukushima.jp/site/syoukou/25533.html",""
"23209","https://j-izumi.com/policy/23209/detail","田村市創業スタートアップ支援事業補助金","","","","","50万円","★☆☆☆☆","要相談","要相談","https://www.city.tamura.lg.jp/uploaded/attachment/23655.pdf","https://www.city.tamura.lg.jp/soshiki/66/soogyousutatoaxtupu.html | https://www.city.tamura.lg.jp/uploaded/attachment/23655.pdf | https://www.city.tamura.lg.jp/form/detail.php?sec_sec1=65&inq=02",""
"23217","https://j-izumi.com/policy/23217/detail","クラウドファンディング活用支援事業補助金","","","","","50万円","★☆☆☆☆","要相談","要相談","https://www.city.tamura.lg.jp/soshiki/66/crowdf.html","https://www.city.tamura.lg.jp/soshiki/66/crowdf.html | https://www.city.tamura.lg.jp/form/detail.php?sec_sec1=65&inq=02",""
"23218","https://j-izumi.com/policy/23218/detail","胎内市自防災組織育成事業補助金","","","","","30万円","★☆☆☆☆","要相談","要相談","https://www.city.tainai.niigata.jp/kurashi/bosai/bosai/jisyusosiki/documents/r2jisyubousaisosikiikusejigyouhojyokinyoukou.pdf","https://www.city.tainai.niigata.jp/kurashi/bosai/bosai/jisyusosiki/jisyusosiki.html | https://www.city.tainai.niigata.jp/kurashi/bosai/bosai/jisyusosiki/documents/r2jisyubousaisosikiikusejigyouhojyokinyoukou.pdf",""
"23220","https://j-izumi.com/policy/23220/detail","自衛消防設備整備費補助金","","","","","10万円","★☆☆☆☆","要相談","要相談","https://www.city.tainai.niigata.jp/kurashi/bosai/bosai/jieisyoubousetsubihihojokin.html","https://www.city.tainai.niigata.jp/kurashi/bosai/bosai/jieisyoubousetsubihihojokin.html",""
"23221","https://j-izumi.com/policy/23221/detail","防犯灯設置及び補修費補助金","","","","","3万円/1灯","★☆☆☆☆","要相談","要相談","https://www.city.tainai.niigata.jp/kurashi/bosai/bohan/bohanto.html","https://www.city.tainai.niigata.jp/kurashi/bosai/bohan/bohanto.html",""
"23238","https://j-izumi.com/policy/23238/detail","南会津町小規模事業者等活性化事業補助金","","","","","50万円","★☆☆☆☆","要相談","要相談","https://www.town.minamiaizu.lg.jp/material/files/group/8/gaiyou.pdf","https://www.town.minamiaizu.lg.jp/official/kenko_fukushi/hoken_iryo/coronavirus_information/support/jigyousya/1629.html | https://www.town.minamiaizu.lg.jp/material/files/group/8/gaiyou.pdf | https://www.town.minamiaizu.lg.jp/material/files/group/8/20200511190855.pdf",""
"23241","https://j-izumi.com/policy/23241/detail","新規学卒者等就職支援奨励金","","","","","2万円/人月","★☆☆☆☆","要相談","要相談","https://www.town.inawashiro.fukushima.jp/cb/hpc/Article-309-21593.html","https://www.town.inawashiro.fukushima.jp/cb/hpc/Article-309-21593.html",""
