policy_id,detail_url,title,issuer,area,publish_date,period,max_amount,difficulty,start_fee,success_fee,support_url,support_urls_all,error
"101915","https://j-izumi.com/policy/101915/detail","令和7年度 中小企業者等人材養成補助金","","","","","4,000円/人","★☆☆☆☆","要相談","要相談","https://www.city.himeji.lg.jp/sangyo/0000004748.html","https://www.city.himeji.lg.jp/sangyo/0000004748.html",""
"101916","https://j-izumi.com/policy/101916/detail","令和7年度 障害福祉関係施設介護人材確保支援事業","","","","","16万9,000円/人","★☆☆☆☆","要相談","要相談","https://www.pref.miyagi.jp/site/syoufuku-top/r7jinzaikakuho.html","https://www.pref.miyagi.jp/site/syoufuku-top/r7jinzaikakuho.html",""
"101919","https://j-izumi.com/policy/101919/detail","まちなかウォーカブル推進事業補助金","","","","","50万円","★☆☆☆☆","要相談","要相談","https://www.city.himeji.lg.jp/sangyo/0000031172.html","https://www.city.himeji.lg.jp/sangyo/0000031172.html",""
"101924","https://j-izumi.com/policy/101924/detail","街頭防犯カメラ設置補助金","","","","","40万円/年","★☆☆☆☆","要相談","要相談","https://www.city.tsurugashima.lg.jp/page/page011418.html","https://www.city.tsurugashima.lg.jp/page/page011418.html",""
"101927","https://j-izumi.com/policy/101927/detail","商店街にぎわい創出事業補助金","","","","","25万円","★☆☆☆☆","要相談","要相談","https://www.town.zao.miyagi.jp/section/nourinkankou/shoko/nourin20210426.html","https://www.town.zao.miyagi.jp/section/nourinkankou/shoko/nourin20210426.html",""
"101935","https://j-izumi.com/policy/101935/detail","訪問看護ステーションにおける防犯機器購入等費用補助金","","","","","1万3,000円","★☆☆☆☆","要相談","要相談","https://www.pref.fukui.lg.jp/doc/kourei/subsidy/houkannhozyokin_d/fil/chirashi.pdf","https://www.pref.fukui.lg.jp/doc/kourei/subsidy/houkannhozyokin.html | https://www.pref.fukui.lg.jp/doc/kourei/subsidy/houkannhozyokin_d/fil/chirashi.pdf | https://www.pref.fukui.lg.jp/doc/kourei/subsidy/houkannhozyokin_d/fil/hojyohani.pdf",""
"101936","https://j-izumi.com/policy/101936/detail","民間建築物に係る吹付けアスベスト等含有調査事業費補助金","","","","","25万円","★☆☆☆☆","要相談","要相談","https://www.city.omihachiman.lg.jp/material/files/group/152/pamph.pdf","https://www.city.omihachiman.lg.jp/soshiki/kenchiku/taishinasubesutoburokkubei/20504.html | https://www.city.omihachiman.lg.jp/material/files/group/152/pamph.pdf",""
"101940","https://j-izumi.com/policy/101940/detail","令和7年度 まちづくり応援補助金","","","","","30万円","★☆☆☆☆","要相談","要相談","https://www.city.uki.kumamoto.jp/jigyosha/machizukuri/oendan/2507576","https://www.city.uki.kumamoto.jp/jigyosha/machizukuri/oendan/2507576",""
"101958","https://j-izumi.com/policy/101958/detail","婚活支援事業費補助金","","","","","30万円","★☆☆☆☆","要相談","要相談","https://www.city.katsushika.lg.jp/kosodate/1000056/1023387/1039094.html","https://www.city.katsushika.lg.jp/kosodate/1000056/1023387/1039094.html",""
"101968","https://j-izumi.com/policy/101968/detail","令和7年度 大館能代空港旅行商品造成支援事業","","","","","30万円","★☆☆☆☆","要相談","要相談","https://www.pref.akita.lg.jp/uploads/public/archive_0000064441_00/R7%E5%A4%A7%E9%A4%A8%E8%83%BD%E4%BB%A3%E7%A9%BA%E6%B8%AF/02_gaiyou.pdf","https://www.pref.akita.lg.jp/pages/archive/64441 | https://www.pref.akita.lg.jp/uploads/public/archive_0000064441_00/R7%E5%A4%A7%E9%A4%A8%E8%83%BD%E4%BB%A3%E7%A9%BA%E6%B8%AF/02_gaiyou.pdf",""
"101969","https://j-izumi.com/policy/101969/detail","新規就農支援制度","","","","","","★☆☆☆☆","要相談","要相談","https://www.town.yakumo.lg.jp/soshiki/nourin/content1184.html","https://www.town.yakumo.lg.jp/soshiki/nourin/content1184.html",""
"101972","https://j-izumi.com/policy/101972/detail","令和7年度冬季 秋田空港アウト旅行商品造成支援事業","","","","","7万5,000円","★☆☆☆☆","要相談","要相談","https://www.pref.akita.lg.jp/pages/archive/88534","https://www.pref.akita.lg.jp/pages/archive/88534",""
"101974","https://j-izumi.com/policy/101974/detail","令和7年度 高松港外貿コンテナ航路等新規利用促進助成金","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.pref.kagawa.lg.jp/kotsu/port/subsidization-scheme.html","https://www.pref.kagawa.lg.jp/kotsu/port/subsidization-scheme.html",""
"101978","https://j-izumi.com/policy/101978/detail","令和7年度 高松港外貿コンテナ航路等利用拡大促進助成金","","","","","35万円","★☆☆☆☆","要相談","要相談","https://www.pref.kagawa.lg.jp/kotsu/port/subsidization-scheme.html","https://www.pref.kagawa.lg.jp/kotsu/port/subsidization-scheme.html",""
"101981","https://j-izumi.com/policy/101981/detail","農作業用冷却作業服購入助成事業費補助金","","","","","1万円/人","★☆☆☆☆","要相談","要相談","https://www.town.kotoura.tottori.jp/docs/2025062300033/files/coolchirashi.pdf","https://www.town.kotoura.tottori.jp/docs/2025062300033/ | https://www.town.kotoura.tottori.jp/docs/2025062300033/files/coolchirashi.pdf",""
"101985","https://j-izumi.com/policy/101985/detail","電子処方箋活用・普及促進事業費補助金（上乗せ補助）","","","","","103万円","★★☆☆☆","要相談","要相談","https://www.pref.akita.lg.jp/pages/archive/82924","https://www.pref.akita.lg.jp/pages/archive/82924",""
"101988","https://j-izumi.com/policy/101988/detail","令和7年度 外国人材受入環境整備事業補助金","","","","","30万円","★☆☆☆☆","要相談","要相談","https://www.pref.tokushima.lg.jp/jigyoshanokata/sangyo/rodokankei/7304875","https://www.pref.tokushima.lg.jp/jigyoshanokata/sangyo/rodokankei/7304875",""
"101999","https://j-izumi.com/policy/101999/detail","令和7年度 設備投資支援補助金","","","","","200万円","★★☆☆☆","要相談","要相談","https://www.city.maebashi.gunma.jp/material/files/group/55/R7setutousisiennhozyokinntitrasi.pdf","https://www.city.maebashi.gunma.jp/soshiki/sangyokeizai/sangyoseisaku/shinseisho/7310.html | https://www.city.maebashi.gunma.jp/material/files/group/55/R7setutousisiennhozyokinntitrasi.pdf | https://www.city.maebashi.gunma.jp/cgi-bin/inquiry.php/54?page_no=7310",""
"102000","https://j-izumi.com/policy/102000/detail","令和7年度 文化・スポーツによる交流促進事業費補助金","","","","","30万円","★☆☆☆☆","要相談","要相談","https://www.pref.yamagata.jp/020076/bunkyo/bunka/sports/sportslocal/koryusokushin.html","https://www.pref.yamagata.jp/020076/bunkyo/bunka/sports/sportslocal/koryusokushin.html",""
"102004","https://j-izumi.com/policy/102004/detail","令和7年度 やまがた鉄道沿線活性化助成金","","","","","200万円","★★☆☆☆","要相談","要相談","https://www.pref.yamagata.jp/documents/33214/gaiyou.pdf","https://www.pref.yamagata.jp/020056/pjyoko.html | https://www.pref.yamagata.jp/documents/33214/gaiyou.pdf",""
