policy_id,detail_url,title,issuer,area,publish_date,period,max_amount,difficulty,start_fee,success_fee,support_url,support_urls_all,error
"85488","https://j-izumi.com/policy/85488/detail","危険木伐採事業補助金","","","","","15万円","★☆☆☆☆","要相談","要相談","https://www.city.iida.lg.jp/soshiki/171/kikennboku.html","https://www.city.iida.lg.jp/soshiki/171/kikennboku.html",""
"85489","https://j-izumi.com/policy/85489/detail","明るい選挙啓発事業補助金","","","","","1万円","★☆☆☆☆","要相談","要相談","https://www.city.iida.lg.jp/soshiki/46/hojokin.html","https://www.city.iida.lg.jp/soshiki/46/hojokin.html",""
"85498","https://j-izumi.com/policy/85498/detail","共同浴場バリアフリー化補助金（共同浴場施設整備事業補助金）","","","","","45万円","★☆☆☆☆","要相談","要相談","https://www.city.suwa.lg.jp/soshiki/11/66863.html","https://www.city.suwa.lg.jp/soshiki/11/66863.html",""
"85499","https://j-izumi.com/policy/85499/detail","ごみステーション整備事業補助金","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.city.suwa.lg.jp/uploaded/attachment/38310.pdf","https://www.city.suwa.lg.jp/soshiki/10/38469.html | https://www.city.suwa.lg.jp/uploaded/attachment/38310.pdf",""
"85500","https://j-izumi.com/policy/85500/detail","アスベスト関連事業補助金（含有調査、飛散防止対策）","","","","","800万円","★★★☆☆","要相談","要相談","https://www.city.suwa.lg.jp/uploaded/attachment/33086.pdf","https://www.city.suwa.lg.jp/soshiki/10/2108.html | https://www.city.suwa.lg.jp/uploaded/attachment/33086.pdf",""
"85502","https://j-izumi.com/policy/85502/detail","環境保全推進事業補助金","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.city.suwa.lg.jp/soshiki/10/2093.html","https://www.city.suwa.lg.jp/soshiki/10/2093.html",""
"85503","https://j-izumi.com/policy/85503/detail","長野県病床機能再編支援事業給付金","","","","","228万円/床","★★★☆☆","要相談","要相談","https://www.pref.nagano.lg.jp/iryo/kenko/iryo/shisaku/sogokakuhokikin/byoshosaihen.html","https://www.pref.nagano.lg.jp/iryo/kenko/iryo/shisaku/sogokakuhokikin/byoshosaihen.html | https://www.pref.nagano.lg.jp/cgi-bin/simple_faq/form.cgi",""
"85505","https://j-izumi.com/policy/85505/detail","まちなみ景観推進事業補助金","","","","","5万円","★☆☆☆☆","要相談","要相談","https://www.city.suwa.lg.jp/soshiki/21/1255.html","https://www.city.suwa.lg.jp/soshiki/21/1255.html",""
"85509","https://j-izumi.com/policy/85509/detail","外国人観光客受入環境整備費補助金","","","","","25万円","★☆☆☆☆","要相談","要相談","https://www.iwami.gr.jp/secure/13480/%E5%A4%96%E5%9B%BD%E4%BA%BA%E8%A6%B3%E5%85%89%E5%AE%A2%E5%8F%97%E5%85%A5%E7%92%B0%E5%A2%83%E6%95%B4%E5%82%99%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91%E3%81%AE%E3%81%94%E6%A1%88%E5%86%85.pdf","https://www.iwami.gr.jp/item/13480.htm#ContentPane | https://www.iwami.gr.jp/secure/13480/%E5%A4%96%E5%9B%BD%E4%BA%BA%E8%A6%B3%E5%85%89%E5%AE%A2%E5%8F%97%E5%85%A5%E7%92%B0%E5%A2%83%E6%95%B4%E5%82%99%E8%B2%BB%E8%A3%9C%E5%8A%A9%E9%87%91%E3%81%AE%E3%81%94%E6%A1%88%E5%86%85.pdf",""
"85511","https://j-izumi.com/policy/85511/detail","災害緊急対応補助金","","","","","1800円/時間 1日上限8時間まで","★☆☆☆☆","要相談","要相談","https://www.city.susaki.lg.jp/life/detail.php?hdnKey=4725","https://www.city.susaki.lg.jp/life/detail.php?hdnKey=4725",""
