policy_id,detail_url,title,issuer,area,publish_date,period,max_amount,difficulty,start_fee,success_fee,support_url,support_urls_all,error
"87273","https://j-izumi.com/policy/87273/detail","生活道路施設整備事業補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7205","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7205",""
"87274","https://j-izumi.com/policy/87274/detail","水道未普及地域施設整備補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.city.hita.oita.jp/kurashi/seikatsu/kankyo/hojokin/4627.html","https://www.city.hita.oita.jp/kurashi/seikatsu/kankyo/hojokin/4627.html",""
"87275","https://j-izumi.com/policy/87275/detail","農業用用排水施設整備事業補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7206","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7206",""
"87276","https://j-izumi.com/policy/87276/detail","さとうきび・でん粉原料用かんしょの経営安定対策（でん粉原料用いも交付金）","","","","","","★★★☆☆","要相談","要相談","https://www.maff.go.jp/j/seisan/tokusan/kansho/k_antei_taisaku/index.html","https://www.maff.go.jp/j/seisan/tokusan/kansho/k_antei_taisaku/index.html | https://www.maff.go.jp/j/press/nousan/chiiki/241211.html",""
"87277","https://j-izumi.com/policy/87277/detail","指定保存樹木等保全事業","","","","","","★☆☆☆☆","要相談","要相談","https://www.city.hita.oita.jp/kurashi/seikatsu/kankyo/hojokin/4623.html","https://www.city.hita.oita.jp/kurashi/seikatsu/kankyo/hojokin/4623.html",""
"87278","https://j-izumi.com/policy/87278/detail","生活用排水施設整備事業補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7650","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7650",""
"87279","https://j-izumi.com/policy/87279/detail","資源回収奨励金","","","","","","★☆☆☆☆","要相談","要相談","https://www.city.hita.oita.jp/soshiki/shiminkankyobu/kankyoka/seikatsukankyo/seikatu/gomi/2576.html","https://www.city.hita.oita.jp/soshiki/shiminkankyobu/kankyoka/seikatsukankyo/seikatu/gomi/2576.html",""
"87280","https://j-izumi.com/policy/87280/detail","集落管理施設維持管理事業補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7698","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7698",""
"87282","https://j-izumi.com/policy/87282/detail","消防施設整備事業補助金","","","","","","★☆☆☆☆","要相談","要相談","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7192","https://www.vill.kariwa.niigata.jp/www/service/detail.jsp?id=7192",""
"87285","https://j-izumi.com/policy/87285/detail","芸術文化奨励金","","","","","20万円","★☆☆☆☆","要相談","要相談","https://www.city.saiki.oita.jp/kiji0033548/index.html","https://www.city.saiki.oita.jp/kiji0033548/index.html",""
